,age,job,marital,education,default,balance,housing,loan,day,month,campaign,pdays,previous,poutcome
30850,36,7,1,1,0,52,1,0,4,7,2,179,7,2
30851,45,1,1,1,0,226,0,0,3,3,2,212,2,0
30852,37,1,0,1,0,277,0,1,7,5,2,-1,0,3
30853,32,4,2,2,0,697,0,0,29,0,3,-1,0,3
30854,52,0,2,1,0,2398,1,0,2,9,1,-1,0,3
30855,54,9,0,1,0,1252,1,0,10,8,1,350,1,0
30856,43,9,2,1,0,28,1,0,13,8,4,-1,0,3
30857,26,1,2,1,0,535,0,0,13,1,1,-1,0,3
30858,39,4,0,1,0,132,1,0,8,3,2,-1,0,3
30859,30,4,2,2,0,499,1,0,12,1,2,90,1,0
30860,33,1,1,0,0,-342,1,0,27,8,2,-1,0,3
30861,30,6,2,2,0,800,0,0,5,8,2,-1,0,3
30862,45,1,1,1,0,243,0,0,20,9,1,163,1,1
30863,34,4,2,2,0,603,0,0,27,1,1,-1,0,3
30864,37,0,1,1,0,1345,1,0,2,6,2,-1,0,3
30865,41,7,2,1,0,92,0,0,20,9,1,-1,0,3
30866,59,4,1,2,0,0,1,0,10,5,1,-1,0,3
30867,29,0,2,1,0,428,1,1,6,8,1,345,2,0
30868,34,1,1,1,0,965,1,0,19,0,2,332,2,1
30869,33,0,1,1,0,17,1,0,12,8,1,351,1,0
30870,54,4,0,2,0,5475,0,0,20,10,1,91,4,2
30871,31,7,1,1,0,432,1,0,7,8,1,-1,0,3
30872,44,4,1,2,0,58,1,0,13,5,3,-1,0,3
30873,44,7,1,0,0,2226,1,1,12,8,1,-1,0,3
30874,51,3,1,1,0,429,0,0,13,1,2,-1,0,3
30875,27,6,2,2,0,5214,1,0,27,8,1,-1,0,3
30876,55,11,1,3,0,666,0,0,14,8,5,-1,0,3
30877,41,7,2,1,0,197,1,0,18,8,1,-1,0,3
30878,51,1,1,3,0,125,1,0,7,8,2,-1,0,3
30879,56,4,1,2,0,94,0,0,22,5,3,-1,0,3
30880,30,1,1,0,0,597,1,0,22,8,1,-1,0,3
30881,49,4,1,2,0,395,0,0,9,2,5,-1,0,3
30882,33,4,2,2,0,87,0,0,11,1,1,-1,0,3
30883,35,0,1,1,0,2321,1,0,11,8,2,-1,0,3
30884,35,1,0,1,0,275,0,1,9,5,5,-1,0,3
30885,28,1,1,1,0,53,1,1,5,3,1,-1,0,3
30886,56,1,1,0,0,690,1,0,14,8,2,-1,0,3
30887,49,0,1,1,0,13229,0,1,7,5,2,-1,0,3
30888,30,9,1,1,0,455,1,0,20,9,1,-1,0,3
30889,46,0,1,1,0,1804,0,0,10,1,2,-1,0,3
30890,76,5,0,0,0,2693,0,0,20,10,2,-1,0,3
30891,34,10,1,2,0,0,0,0,7,1,6,-1,0,3
30892,46,4,0,1,0,558,0,0,18,1,6,-1,0,3
30893,29,2,0,2,0,444,0,0,23,5,2,-1,0,3
30894,41,7,1,1,0,4283,1,0,11,6,1,-1,0,3
30895,30,1,1,1,0,791,1,1,21,5,2,-1,0,3
30896,56,4,2,2,0,6507,1,1,28,4,1,196,1,0
30897,54,4,1,2,0,446,0,0,1,6,2,91,8,0
30898,31,9,2,1,0,674,1,1,2,6,3,-1,0,3
30899,57,0,1,3,0,2038,0,0,8,1,1,182,2,0
30900,36,0,1,1,0,-106,1,0,5,8,2,-1,0,3
30901,34,9,2,1,0,-329,1,0,26,8,1,-1,0,3
30902,72,5,1,1,0,1129,0,0,25,1,1,-1,0,3
30903,30,7,1,2,0,6,1,0,4,8,2,342,2,0
30904,45,4,1,2,0,1529,0,0,29,6,1,-1,0,3
30905,60,5,2,2,0,7440,1,0,14,8,3,-1,0,3
30906,31,4,2,2,0,499,1,0,8,6,2,-1,0,3
30907,54,4,1,2,0,67,1,0,1,3,3,73,1,1
30908,35,4,2,1,1,-202,1,0,19,8,3,-1,0,3
30909,41,0,0,1,0,-106,1,0,1,6,3,-1,0,3
30910,51,0,0,1,0,467,1,0,18,8,1,-1,0,3
30911,35,4,1,2,0,100,0,0,11,1,2,-1,0,3
30912,39,7,0,1,0,1062,1,0,19,6,4,-1,0,3
30913,35,4,1,2,0,8,0,0,22,0,3,-1,0,3
30914,35,1,1,1,0,25,1,0,7,8,5,-1,0,3
30915,53,9,1,1,0,1835,1,0,20,9,2,-1,0,3
30916,47,7,1,0,0,1803,1,1,12,1,7,-1,0,3
30917,56,3,2,0,0,1,0,0,10,6,2,-1,0,3
30918,34,1,1,0,0,-1,1,0,17,8,6,355,1,1
30919,50,4,1,2,0,938,0,0,5,1,2,98,1,2
30920,55,4,1,2,0,505,1,1,28,8,2,-1,0,3
30921,32,7,1,1,0,132,1,1,18,8,2,-1,0,3
30922,61,5,1,0,0,421,0,0,9,2,2,-1,0,3
30923,43,1,0,0,0,177,0,0,2,3,1,-1,0,3
30924,55,7,0,1,0,935,0,0,13,5,2,-1,0,3
30925,43,1,1,0,0,547,0,1,8,6,6,-1,0,3
30926,33,7,0,1,0,1529,1,0,17,9,1,-1,0,3
30927,27,9,2,1,0,1842,1,1,17,8,2,300,1,0
30928,35,9,2,1,0,-51,0,0,1,5,2,-1,0,3
30929,42,7,2,1,0,241,1,0,4,8,2,-1,0,3
30930,37,9,1,2,0,1733,1,0,11,8,3,326,1,1
30931,35,1,1,0,0,443,1,0,16,0,2,316,3,1
30932,46,7,1,2,0,474,0,0,8,6,2,-1,0,3
30933,40,2,1,2,0,1024,0,0,18,9,1,-1,0,3
30934,39,4,1,2,0,1191,0,0,16,6,1,-1,0,3
30935,26,1,1,1,0,-330,1,1,25,8,2,-1,0,3
30936,26,0,1,1,0,2469,0,0,15,5,8,-1,0,3
30937,31,9,1,1,0,3706,1,0,19,9,1,-1,0,3
30938,45,10,1,1,0,891,1,0,6,4,1,-1,0,3
30939,37,7,1,1,0,483,1,0,29,4,1,-1,0,3
30940,37,9,2,2,0,1661,0,0,18,1,5,-1,0,3
30941,32,4,2,2,0,819,1,0,19,0,2,-1,0,3
30942,44,9,1,1,0,296,1,1,4,6,1,-1,0,3
30943,61,5,1,2,0,32685,0,0,1,7,2,-1,0,3
30944,53,5,1,0,0,0,0,0,30,5,3,-1,0,3
30945,57,11,1,0,0,900,0,0,7,1,4,-1,0,3
30946,53,2,0,2,0,81,1,0,5,8,5,352,3,0
30947,31,1,2,1,0,297,1,0,19,9,2,-1,0,3
30948,31,4,2,2,0,63,0,0,17,1,7,-1,0,3
30949,30,6,2,3,0,-142,1,0,17,8,1,-1,0,3
30950,33,2,2,2,0,484,1,0,28,4,1,-1,0,3
30951,32,0,1,1,0,752,1,0,5,8,2,166,5,0
30952,37,4,1,2,0,0,0,0,15,6,6,-1,0,3
30953,27,4,2,2,0,321,1,0,12,8,2,307,1,1
30954,79,5,0,1,0,631,0,0,7,3,2,181,1,0
30955,39,9,1,1,0,3494,1,0,18,1,4,-1,0,3
30956,49,1,1,0,0,383,1,1,25,8,1,-1,0,3
30957,50,6,1,3,0,-84,1,0,5,8,1,-1,0,3
30958,43,1,0,1,0,688,1,0,13,8,3,-1,0,3
30959,33,0,1,1,0,220,1,0,26,8,1,-1,0,3
30960,50,4,1,2,0,557,1,0,16,6,4,-1,0,3
30961,35,9,2,1,0,920,1,0,10,1,2,286,6,0
30962,32,9,1,1,0,169,1,0,6,8,11,-1,0,3
30963,30,1,1,1,0,365,0,0,0,5,4,-1,0,3
30964,44,4,0,2,0,36,0,0,25,10,2,153,3,0
30965,87,5,1,1,0,433,0,0,14,2,1,-1,0,3
30966,35,6,1,0,0,1094,1,0,7,8,1,-1,0,3
30967,51,2,1,0,0,1443,0,0,25,8,1,97,10,2
30968,81,5,1,0,0,1154,0,0,16,11,1,-1,0,3
30969,27,1,1,1,0,2171,1,0,15,0,1,323,1,1
30970,38,1,1,1,0,205,1,0,2,6,1,-1,0,3
30971,40,4,1,2,0,229,1,0,13,8,3,-1,0,3
30972,46,4,1,2,0,1388,0,0,18,9,5,-1,0,3
30973,52,10,1,1,0,94,0,0,3,8,9,4,1,2
30974,69,5,0,1,0,6850,0,0,2,11,1,-1,0,3
30975,45,2,1,2,0,770,0,0,6,1,2,-1,0,3
30976,29,4,1,1,0,0,1,0,1,6,4,-1,0,3
30977,30,9,2,1,0,1534,1,0,26,8,1,-1,0,3
30978,46,9,1,2,0,2207,1,0,15,8,3,-1,0,3
30979,55,10,1,1,0,549,0,0,17,1,5,-1,0,3
30980,49,1,1,3,0,2635,0,0,6,1,2,-1,0,3
30981,32,7,0,1,0,5267,1,0,20,9,1,168,2,0
30982,43,4,0,2,0,187,0,0,4,1,1,-1,0,3
30983,43,1,2,0,0,181,1,0,6,8,1,343,2,0
30984,30,4,2,2,0,280,0,0,11,1,1,-1,0,3
30985,28,8,2,1,0,196,0,0,1,5,3,-1,0,3
30986,35,4,2,2,0,714,1,0,6,0,2,224,22,0
30987,32,1,1,1,0,889,1,0,9,11,1,99,5,2
30988,32,9,1,0,0,62,1,1,12,8,1,-1,0,3
30989,36,0,1,1,0,162,1,1,19,0,2,-1,0,3
30990,58,4,1,1,0,60,0,1,18,9,2,-1,0,3
30991,31,9,2,1,0,845,1,0,21,10,2,-1,0,3
30992,38,3,0,1,0,70,0,0,26,4,4,92,4,2
30993,31,7,1,1,0,851,1,0,20,9,1,-1,0,3
30994,76,5,1,1,0,4112,0,0,22,10,2,-1,0,3
30995,28,7,2,0,0,302,0,0,2,6,9,-1,0,3
30996,51,9,1,1,0,0,0,1,22,5,3,-1,0,3
30997,27,9,2,1,0,204,0,0,27,5,2,-1,0,3
30998,44,2,1,2,0,3850,0,0,2,3,2,-1,0,3
30999,51,9,1,2,0,7338,0,0,17,9,1,-1,0,3
31000,32,9,2,1,0,3586,0,0,17,1,3,-1,0,3
31001,52,0,1,1,0,199,0,0,27,4,2,189,1,1
31002,39,4,2,2,0,889,0,0,19,9,2,185,4,0
31003,34,9,1,2,0,197,0,0,19,1,3,-1,0,3
31004,54,5,1,1,0,1139,1,0,13,8,1,177,7,0
31005,51,1,1,0,0,480,1,0,11,8,1,326,5,0
31006,31,1,2,1,0,-571,1,0,27,5,3,-1,0,3
31007,56,5,0,1,0,4,0,0,16,6,1,-1,0,3
31008,31,1,2,1,0,0,1,0,20,8,9,-1,0,3
31009,50,7,0,1,0,81,0,0,7,8,2,-1,0,3
31010,41,4,1,2,0,437,1,0,2,6,21,-1,0,3
31011,31,10,1,1,0,90,0,0,27,5,2,-1,0,3
31012,52,4,0,2,0,0,0,0,26,1,4,-1,0,3
31013,42,1,1,1,0,-972,1,0,28,8,1,-1,0,3
31014,27,10,2,0,0,1088,0,0,2,3,1,-1,0,3
31015,63,4,1,2,0,2785,0,0,1,1,2,392,3,2
31016,52,4,1,2,0,2063,1,0,16,9,1,-1,0,3
31017,29,7,2,1,0,536,1,0,1,3,5,-1,0,3
31018,72,5,1,0,0,0,0,0,28,2,2,-1,0,3
31019,28,1,1,1,0,5611,1,0,2,6,2,-1,0,3
31020,42,7,2,2,0,94,1,0,12,8,4,-1,0,3
31021,30,4,1,2,0,101,1,0,16,9,1,123,1,0
31022,51,4,1,2,0,974,0,0,17,9,1,-1,0,3
31023,37,1,1,0,0,5052,1,0,19,6,3,-1,0,3
31024,30,4,1,2,0,593,1,1,17,5,1,-1,0,3
31025,43,10,2,2,0,408,0,0,13,5,8,-1,0,3
31026,52,1,1,0,0,-490,1,1,27,1,10,-1,0,3
31027,25,1,2,1,0,320,1,0,17,8,3,-1,0,3
31028,42,9,0,1,0,-263,1,0,21,5,1,-1,0,3
31029,52,1,1,0,0,1524,0,0,2,5,6,-1,0,3
31030,50,2,1,0,0,300,1,0,7,8,1,339,2,1
31031,40,1,1,1,0,217,1,0,5,8,1,-1,0,3
31032,40,9,2,1,0,287,1,0,7,8,1,298,3,0
31033,42,9,0,1,0,1533,0,1,4,1,1,-1,0,3
31034,32,4,2,2,0,5276,0,0,20,9,1,-1,0,3
31035,41,1,1,1,0,-256,1,0,2,6,2,-1,0,3
31036,55,3,1,0,0,4,0,0,20,9,3,-1,0,3
31037,28,9,2,2,0,386,0,0,24,8,1,-1,0,3
31038,36,7,0,1,0,127,0,0,17,1,3,-1,0,3
31039,41,4,1,2,0,527,0,0,21,1,1,-1,0,3
31040,45,9,1,1,0,3395,1,0,13,8,1,-1,0,3
31041,41,4,1,2,0,15449,0,0,21,1,9,-1,0,3
31042,34,9,2,1,1,264,0,0,1,6,2,-1,0,3
31043,53,9,2,0,0,481,0,0,17,9,1,-1,0,3
31044,31,1,1,1,0,92,1,0,28,4,1,-1,0,3
31045,30,4,2,2,0,3625,1,0,22,8,2,-1,0,3
31046,37,2,1,2,0,264,1,1,15,6,1,-1,0,3
31047,33,4,1,2,0,0,1,0,8,7,1,326,1,2
31048,50,0,1,1,0,159,1,0,6,8,2,-1,0,3
31049,38,1,2,1,0,397,1,0,16,0,1,-1,0,3
31050,40,0,2,1,0,576,1,1,19,0,3,-1,0,3
31051,48,0,1,1,0,359,1,0,6,8,1,-1,0,3
31052,29,1,1,1,0,201,1,0,27,8,2,-1,0,3
31053,30,1,0,0,0,2597,1,0,10,8,1,349,3,0
31054,32,9,1,2,0,1559,1,1,13,1,7,-1,0,3
31055,57,11,1,3,0,327,1,0,27,8,2,-1,0,3
31056,47,1,1,1,0,1143,1,0,3,6,1,-1,0,3
31057,35,4,1,2,0,2461,0,0,14,6,2,81,4,1
31058,59,4,1,3,0,147,0,0,6,5,3,-1,0,3
31059,40,9,2,3,0,-5,1,0,5,8,2,-1,0,3
31060,29,4,2,2,0,4331,0,0,6,5,1,-1,0,3
31061,40,0,1,1,0,35,0,0,16,6,1,-1,0,3
31062,22,8,2,1,0,2412,1,0,8,8,2,-1,0,3
31063,55,5,1,2,0,127,0,0,4,3,2,-1,0,3
31064,46,4,1,2,0,-319,1,0,2,3,1,256,1,0
31065,49,1,1,1,0,2015,1,0,15,0,2,-1,0,3
31066,38,9,2,2,0,25,1,0,0,6,2,-1,0,3
31067,29,9,2,2,0,2325,0,0,1,3,1,-1,0,3
31068,44,4,1,2,0,-61,0,0,10,1,1,-1,0,3
31069,58,9,1,1,0,0,1,0,14,5,1,-1,0,3
31070,32,1,1,0,0,1076,1,0,18,8,1,-1,0,3
31071,33,9,1,2,0,503,0,0,28,1,2,-1,0,3
31072,25,4,2,2,0,1317,0,0,25,8,1,-1,0,3
31073,49,0,0,1,0,1180,0,0,26,5,2,181,4,2
31074,35,2,1,1,0,24,1,0,16,9,1,181,1,0
31075,59,3,1,0,0,352,0,0,20,5,10,-1,0,3
31076,52,0,0,1,0,1049,0,1,3,6,6,-1,0,3
31077,37,1,2,2,0,3649,1,0,14,0,2,146,4,0
31078,39,1,0,1,0,94,1,0,28,8,1,-1,0,3
31079,39,1,1,1,0,72,1,0,6,8,6,-1,0,3
31080,69,5,1,2,0,473,0,0,6,5,1,78,1,0
31081,38,7,0,1,0,53,0,0,7,10,1,58,1,1
31082,58,5,1,1,0,8332,0,0,16,9,2,96,4,0
31083,40,0,1,1,0,0,1,1,8,5,1,-1,0,3
31084,28,1,1,1,0,1238,1,0,13,8,1,-1,0,3
31085,39,4,1,2,0,613,0,0,25,8,2,391,2,2
31086,33,9,1,1,0,153,1,0,15,8,2,-1,0,3
31087,53,9,1,1,0,6831,0,0,12,8,2,-1,0,3
31088,31,0,2,1,0,1306,1,0,27,8,5,-1,0,3
31089,50,1,1,1,0,37,1,1,30,5,2,-1,0,3
31090,36,9,1,1,0,84,1,0,19,8,1,-1,0,3
31091,46,4,1,3,0,3082,0,0,3,8,3,-1,0,3
31092,46,4,2,2,0,2154,1,0,20,5,4,-1,0,3
31093,38,1,1,1,0,2685,0,0,19,6,12,-1,0,3
31094,25,7,2,1,0,93,0,0,15,5,1,-1,0,3
31095,40,7,1,1,0,4157,1,0,14,8,1,-1,0,3
31096,42,10,1,1,0,1990,1,1,18,8,1,-1,0,3
31097,40,4,1,2,0,2763,1,0,1,5,1,395,2,2
31098,34,9,2,2,0,6742,0,0,24,1,6,-1,0,3
31099,29,7,2,1,0,1934,0,0,28,11,1,-1,0,3
31100,32,1,2,1,0,2,0,0,8,8,2,-1,0,3
31101,29,0,1,1,0,6429,1,1,13,8,1,352,2,0
31102,58,0,0,1,0,1947,0,0,25,10,1,-1,0,3
31103,45,2,1,0,0,276,1,1,13,8,1,364,1,0
31104,46,1,1,1,0,51,1,0,14,8,1,-1,0,3
31105,42,1,1,1,0,227,1,1,28,4,3,-1,0,3
31106,40,4,1,2,0,2471,1,1,22,5,1,-1,0,3
31107,50,4,1,2,0,1622,1,1,13,5,11,-1,0,3
31108,33,4,1,2,0,741,0,0,20,8,1,-1,0,3
31109,46,9,1,1,0,0,1,0,3,6,5,-1,0,3
31110,45,0,1,1,0,5244,1,0,28,8,16,-1,0,3
31111,42,7,1,0,0,5879,1,0,13,8,1,-1,0,3
31112,48,4,1,2,0,0,0,0,25,1,5,-1,0,3
31113,46,1,1,0,0,1823,0,0,17,6,3,-1,0,3
31114,32,1,2,0,0,1918,1,0,16,9,1,-1,0,3
31115,40,0,1,0,0,72,1,1,20,9,1,-1,0,3
31116,56,1,1,1,0,58932,0,0,6,5,2,-1,0,3
31117,54,0,1,2,0,59,1,0,9,5,1,-1,0,3
31118,40,9,1,1,0,5811,1,0,17,9,1,-1,0,3
31119,38,4,1,2,0,1952,0,1,22,5,1,-1,0,3
31120,60,5,1,1,0,-208,1,0,14,8,1,-1,0,3
31121,53,0,0,1,0,28,1,1,11,8,4,-1,0,3
31122,58,4,1,2,0,3768,1,0,17,6,1,-1,0,3
31123,38,1,1,0,0,195,1,0,14,8,2,-1,0,3
31124,46,4,1,0,0,3229,1,0,19,0,1,-1,0,3
31125,31,9,2,1,0,1,1,0,11,8,1,-1,0,3
31126,39,4,1,2,0,710,1,0,10,5,2,-1,0,3
31127,39,9,1,1,0,3663,0,0,10,1,3,-1,0,3
31128,41,0,0,2,0,-298,1,0,4,8,1,-1,0,3
31129,39,1,0,0,0,3,0,1,0,5,1,-1,0,3
31130,45,4,2,1,0,-57,0,1,6,5,1,-1,0,3
31131,35,4,2,2,0,1531,1,0,18,9,1,-1,0,3
31132,51,5,1,1,0,2127,1,0,4,8,1,-1,0,3
31133,23,1,2,1,0,206,1,0,19,0,3,-1,0,3
31134,54,3,1,0,0,167,1,0,21,5,2,-1,0,3
31135,28,4,2,2,0,1942,0,0,6,5,1,-1,0,3
31136,42,4,1,2,0,1205,0,0,7,11,2,-1,0,3
31137,36,1,1,1,0,7449,1,0,19,9,2,-1,0,3
31138,32,3,1,1,0,156,0,1,27,1,4,-1,0,3
31139,39,9,1,1,0,834,1,1,19,0,1,-1,0,3
31140,70,5,0,0,0,828,0,0,27,2,1,-1,0,3
31141,46,4,0,2,0,6269,1,0,17,9,3,112,2,0
31142,29,8,2,1,0,200,1,0,3,6,2,-1,0,3
31143,58,9,1,1,0,116,0,0,15,6,3,-1,0,3
31144,34,4,1,1,0,1007,1,0,20,5,2,-1,0,3
31145,31,0,2,2,0,516,0,0,4,6,1,-1,0,3
31146,32,9,2,2,0,2185,0,0,19,9,2,-1,0,3
31147,30,9,2,1,0,-754,1,1,25,8,1,-1,0,3
31148,60,1,1,1,0,5450,0,0,17,1,4,-1,0,3
31149,23,7,2,1,0,210,1,0,19,8,1,-1,0,3
31150,30,1,1,0,0,265,1,1,8,8,1,-1,0,3
31151,37,1,1,0,0,704,1,0,30,5,2,-1,0,3
31152,30,0,2,1,0,1027,1,0,26,8,2,114,1,2
31153,57,11,1,3,0,106,0,0,11,8,4,-1,0,3
31154,32,9,1,2,0,463,1,0,12,8,2,-1,0,3
31155,40,3,1,0,0,322,0,0,16,6,2,-1,0,3
31156,26,0,0,1,0,1,0,0,15,5,1,-1,0,3
31157,49,3,1,0,0,0,1,0,16,5,1,-1,0,3
31158,43,4,1,2,0,2083,0,0,20,9,2,-1,0,3
31159,35,1,2,0,0,-4,1,0,17,8,1,-1,0,3
31160,31,1,1,0,0,42,1,0,13,8,3,-1,0,3
31161,35,9,2,1,0,4645,1,0,10,4,3,270,40,1
31162,42,10,1,3,0,190,0,0,10,1,2,-1,0,3
31163,31,7,1,1,0,500,1,0,5,6,18,-1,0,3
31164,26,7,2,1,0,512,1,1,4,6,3,-1,0,3
31165,30,4,2,1,0,460,1,0,17,9,1,-1,0,3
31166,25,1,1,1,0,2,1,0,24,5,2,-1,0,3
31167,35,2,1,1,0,2971,0,0,3,8,4,164,2,0
31168,32,8,2,2,0,61,1,0,11,8,3,-1,0,3
31169,32,4,2,2,0,3050,1,0,22,8,1,-1,0,3
31170,41,1,2,1,0,75,1,0,0,5,9,-1,0,3
31171,50,4,1,2,0,6739,1,0,13,5,3,-1,0,3
31172,27,7,2,1,0,1636,1,0,27,8,2,-1,0,3
31173,53,4,0,2,0,2679,0,0,19,9,3,-1,0,3
31174,28,9,2,2,0,-123,0,1,22,5,1,-1,0,3
31175,35,9,1,1,0,23,1,0,25,8,1,-1,0,3
31176,45,7,1,1,0,27,1,1,30,5,2,-1,0,3
31177,49,2,1,1,0,687,0,0,17,1,6,-1,0,3
31178,51,1,1,0,0,462,1,0,28,1,2,-1,0,3
31179,31,4,2,1,1,20,1,0,27,5,5,-1,0,3
31180,31,1,1,0,0,-454,1,1,27,8,2,-1,0,3
31181,43,4,1,2,0,0,0,0,20,1,3,-1,0,3
31182,30,4,2,2,0,15,0,1,25,1,2,-1,0,3
31183,27,9,2,1,0,439,1,0,14,0,2,-1,0,3
31184,47,9,0,1,0,1013,0,0,14,11,1,92,3,0
31185,46,4,0,2,0,-130,1,0,23,7,2,-1,0,3
31186,40,7,1,1,0,2843,1,0,19,0,1,305,1,2
31187,80,5,0,0,0,235,0,0,30,7,1,223,3,1
31188,40,4,1,1,0,4025,1,0,14,5,4,-1,0,3
31189,36,2,1,1,0,134,0,0,19,8,1,-1,0,3
31190,35,0,1,1,0,34,1,0,12,8,2,365,3,0
31191,25,0,2,1,0,1871,0,0,3,6,1,-1,0,3
31192,58,1,1,1,0,3027,1,0,23,0,1,-1,0,3
31193,32,1,1,1,0,1331,1,0,4,8,2,-1,0,3
31194,54,1,0,3,0,-473,1,0,13,8,1,351,2,0
31195,45,7,2,0,0,1893,1,0,2,6,6,-1,0,3
31196,50,0,1,1,0,715,0,0,27,1,13,-1,0,3
31197,70,5,1,1,0,2626,0,0,1,11,2,-1,0,3
31198,54,6,0,2,0,1323,0,0,19,6,4,-1,0,3
31199,26,4,2,2,0,2786,0,0,2,6,2,72,1,2
31200,31,10,1,1,0,314,1,0,25,8,7,-1,0,3
31201,63,5,1,1,0,1612,0,0,18,1,2,183,2,2
31202,29,0,1,1,0,957,1,1,29,4,2,263,3,0
31203,44,4,1,2,0,0,1,0,30,5,5,-1,0,3
31204,52,2,1,1,0,10,0,1,16,5,3,-1,0,3
31205,50,6,1,1,0,306,0,0,18,6,1,-1,0,3
31206,35,0,1,1,0,846,1,1,18,8,2,-1,0,3
31207,30,0,1,1,0,-68,1,0,9,5,1,-1,0,3
31208,39,1,1,0,0,0,1,0,10,5,2,-1,0,3
31209,73,5,1,1,0,2850,0,0,16,8,2,28,5,0
31210,22,7,2,3,0,739,0,0,19,1,1,-1,0,3
31211,33,7,1,1,0,70,1,0,20,5,3,-1,0,3
31212,47,7,1,1,0,278,1,0,6,8,1,366,1,1
31213,31,1,2,1,0,-173,1,0,3,6,2,-1,0,3
31214,32,9,1,2,0,0,1,0,18,9,4,-1,0,3
31215,29,10,0,2,0,1718,1,0,17,5,2,-1,0,3
31216,46,1,1,0,0,1085,1,1,14,8,2,353,58,1
31217,47,4,1,2,0,19,0,0,24,5,2,-1,0,3
31218,64,5,1,1,0,1220,0,0,4,7,1,88,1,0
31219,35,9,2,2,0,992,1,0,11,3,1,170,4,0
31220,66,5,1,0,0,2173,0,0,14,5,1,181,5,0
31221,31,7,2,1,0,3677,1,0,4,8,2,-1,0,3
31222,41,1,1,0,0,246,0,0,18,6,3,-1,0,3
31223,61,4,1,2,0,267,0,0,19,0,1,-1,0,3
31224,29,7,1,1,0,1057,1,0,26,8,1,-1,0,3
31225,35,6,1,1,0,8883,0,0,20,9,3,-1,0,3
31226,44,1,1,0,0,75,0,0,15,8,3,-1,0,3
31227,47,4,1,2,0,7741,1,0,19,9,3,-1,0,3
31228,53,7,1,1,0,367,1,1,12,8,2,-1,0,3
31229,40,1,1,0,0,2651,1,0,14,8,1,-1,0,3
31230,38,2,0,1,0,36,0,0,17,9,2,-1,0,3
31231,47,9,1,1,0,568,1,0,11,1,1,-1,0,3
31232,31,9,2,1,0,102,1,0,16,0,2,345,2,0
31233,41,2,1,1,0,557,0,1,8,5,1,-1,0,3
31234,57,0,1,1,0,128,0,0,28,5,8,-1,0,3
31235,42,4,2,1,0,9720,0,0,4,1,2,-1,0,3
31236,28,2,2,3,0,1306,1,0,18,8,3,-1,0,3
31237,24,4,2,2,0,393,0,0,26,11,1,-1,0,3
31238,30,9,2,2,0,1289,1,0,20,8,2,-1,0,3
31239,35,9,2,1,0,1693,1,0,9,3,1,-1,0,3
31240,25,1,2,1,0,218,0,1,6,5,1,-1,0,3
31241,47,1,1,0,0,683,1,0,14,5,12,-1,0,3
31242,34,1,1,1,0,496,1,0,12,8,1,-1,0,3
31243,45,2,1,0,0,1953,1,0,14,8,3,-1,0,3
31244,39,4,1,2,0,45,0,0,27,1,4,-1,0,3
31245,51,0,2,1,0,3132,0,0,4,9,1,176,1,0
31246,51,2,1,1,0,0,0,0,29,8,3,-1,0,3
31247,35,4,1,2,0,0,1,0,10,3,2,92,5,2
31248,51,2,1,1,0,-799,0,1,14,5,3,-1,0,3
31249,47,7,1,1,0,759,1,0,7,8,1,323,2,0
31250,31,1,2,0,0,864,1,0,13,8,2,-1,0,3
31251,36,1,1,1,0,779,1,0,13,8,1,-1,0,3
31252,34,0,1,1,0,3487,1,0,1,6,1,-1,0,3
31253,35,1,1,1,0,328,1,0,12,8,3,364,1,1
31254,35,1,0,0,0,13,0,1,8,5,1,-1,0,3
31255,42,0,1,1,0,176,0,0,30,5,2,-1,0,3
31256,45,4,1,1,0,2897,0,0,1,5,2,88,5,0
31257,36,1,2,1,0,110,0,0,7,5,2,-1,0,3
31258,52,4,1,2,0,437,0,0,11,6,3,113,1,1
31259,35,9,2,2,0,303,0,0,12,1,2,-1,0,3
31260,39,4,1,2,0,63,1,0,15,0,1,330,1,0
31261,44,4,1,2,0,1451,1,0,16,9,3,150,12,0
31262,29,2,1,0,0,519,1,0,17,5,1,-1,0,3
31263,39,1,1,0,0,1564,0,0,16,6,1,-1,0,3
31264,67,5,1,2,0,1948,0,0,1,5,2,155,5,2
31265,31,9,2,2,0,614,0,0,10,1,4,-1,0,3
31266,32,9,1,1,0,2693,1,0,20,8,1,-1,0,3
31267,45,0,1,1,0,1206,0,0,7,3,1,446,3,0
31268,41,0,2,1,0,3895,1,0,13,8,3,296,11,1
31269,56,1,1,0,0,173,1,1,22,5,2,-1,0,3
31270,36,4,2,0,0,51,0,0,13,5,3,-1,0,3
31271,41,4,1,2,0,472,1,0,9,5,1,-1,0,3
31272,31,1,2,1,0,54,0,0,17,6,3,-1,0,3
31273,51,7,1,1,0,2248,1,0,4,8,2,-1,0,3
31274,44,7,1,0,0,2386,1,0,6,8,2,-1,0,3
31275,31,0,2,2,0,2004,0,0,18,9,1,-1,0,3
31276,34,6,1,1,0,173,0,0,25,3,1,-1,0,3
31277,27,1,2,0,0,140,0,0,27,4,2,-1,0,3
31278,39,4,1,2,0,2939,0,0,28,6,1,165,2,2
31279,28,7,2,1,0,0,0,0,1,3,1,206,2,1
31280,37,1,1,0,0,175,1,1,3,3,2,272,3,1
31281,77,5,0,0,0,639,0,0,15,0,7,-1,0,3
31282,46,4,0,2,0,4629,0,0,20,0,1,-1,0,3
